Title,English Name,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
High School DxD BorN: Yomigaeranai Fushichou,,OVA,1.0,,,2015-2015,,7.41
"Bofuri: I Don't Want to Get Hurt, So I'll Max Out My Defense",,,,,,2020-2020,,7.4
Call of the Night,,,,,,2022-2022,,7.4
Maquia: When the Promised Flower Blooms,,,,,,2018-2018,,7.4
The Magical Girl and the Evil Lieutenant Used to Be Archenemies,,,,,,2024-2024,,7.4
The Garden of Words,,,,,,2013-2013,,7.4
Ghost in the Shell 2: Innocence,,,,,,2004-2004,,7.4
Final Fantasy VII: Advent Children,,Movie,1.0,,,2005-2005,,7.4
From Up on Poppy Hill,,,,,,2011-2011,,7.4
Why Raeliana Ended Up at the Duke's Mansion,,,,,,2023-2023,,7.4
Is It Wrong to Try to Pick Up Girls in a Dungeon?,,,,,,2015-2015,,7.4
Nisekoi,,TV,2.0,,,2014-2014,,7.38
NieR:Automata Ver1.1a,,TV,1.0,,,2023-2023,,7.36
Metropolis,,Movie,1.0,,,2001-2001,,7.36
Yamada-kun to 7-nin no Majo,,TV,1.0,,,2015-2015,,7.36
Lupin III: The First,,Movie,1.0,,,2019-2019,,7.35
Ragna Crimson,,TV,2.0,,,2023-2023,,7.32
Reincarnated as a Sword,,,,,,2022-2022,,7.3
Bobobo-bo Bo-bobo,,TV,7.0,,,2003-2003,,7.3
Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,,,,,,2022-2022,,7.3
Colorful,,,,,,2010-2010,,7.3
My Hero Academia: Two Heroes,,,,,,2018-2018,,7.3
Kizumonogatari Part 1: Tekketsu,,,,,,2016-2016,,7.3
"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You",,,,,,2023-2023,,7.3
The Birth of Kitaro: Mystery of GeGeGe,,,,,,2023-2023,,7.3
Fullmetal Alchemist the Movie: Conqueror of Shamballa,,,,,,2005-2005,,7.3
Sword Art Online the Movie: Ordinal Scale,,,,,,2017-2017,,7.3
Belladonna of Sadness,,,,,,1973-1973,,7.3
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year-,,,,,,2018-2018,,7.3
Free!,,,,,,2013-2013,,7.3
Spice and Wolf: Merchant Meets the Wise Wolf,,,,,,2024-2024,,7.3
Zombieland Saga,,TV,1.0,,,2018-2018,,7.3
Jin-Roh: The Wolf Brigade,,,,,,1999-1999,,7.3
The Animatrix,,,,,,2003-2003,,7.3
Pom Poko,,,,,,1994-1994,,7.3
Boarding School Juliet,,,,,,2018-2018,,7.3
Recovery of an MMO Junkie,,,,,,2017-2017,,7.3
Darling in the Franxx,,,,,,2018-2018,,7.3
Stand by Me Doraemon,,,,,,2014-2014,,7.3
Highschool of the Dead,,,,,,2010-2010,,7.2
The Witcher: Nightmare of the Wolf,,,,,,2021-2021,,7.2
The Misfit of Demon King Academy,,,,,,2020-2020,,7.2
Blood Blockade Battlefront,,,,,,2015-2015,,7.2
O Maidens in Your Savage Season,,,,,,2019-2019,,7.2
Battle Angel,,,,,,1993-1993,,7.2
Astro Boy,,,,,,1963-1963,,7.2
7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy,,,,,,2024-2024,,7.2
Heaven's Lost Property,,,,,,2009-2009,,7.2
Wings of Honneamise,,,,,,1987-1987,,7.2
"Don't Toy with Me, Miss Nagatoro",,,,,,2021-2021,,7.2
Akebi's Sailor Uniform,,,,,,2022-2022,,7.2
The Unwanted Undead Adventurer,,,,,,2024-2024,,7.2
Sekirei,,,,,,2008-2008,,7.2
I'm in Love with the Villainess,,,,,,2023-2023,,7.1
Doraemon the Movie: Nobita's Dinosaur,,,,,,2006-2006,,7.1
Belle,,,,,,2021-2021,,7.1
The Cat Returns,,,,,,2002-2002,,7.1
The Vexations of a Shut-In Vampire Princess,,,,,,2023-2023,,7.1
Kubo Won't Let Me Be Invisible,,,,,,2023-2023,,7.1
My Home Hero,,,,,,2023-2023,,7.1
Mieruko-chan,,,,,,2021-2021,,7.1
Deadman Wonderland,,,,,,2011-2011,,7.1
Gantz: O,,,,,,2016-2016,,7.1
Fist of the North Star,,,,,,1986-1986,,7.1
My Neighbors the Yamadas,,,,,,1999-1999,,7.1
Sacrificial Princess & the King of Beasts,,,,,,2023-2023,,7.1
The Saint's Magic Power Is Omnipotent,,,,,,2021-2021,,7.1
Btooom!,,,,,,2012-2012,,7.1
Dead Leaves,,,,,,2004-2004,,7.1
Kakegurui,,,,,,2017-2017,,7.1
Haganai: I Don't Have Many Friends,,,,,,2011-2011,,7.0
Vampire Hunter D,,,,,,1985-1985,,7.0
Gushing Over Magical Girls,,,,,,2024-2024,,7.0
The Seven Deadly Sins: Four Knights of the Apocalypse,,,,,,2023-2023,,7.0
Go! Go! Loser Ranger!,,,,,,2024-2024,,7.0
Days with My Stepsister,,,,,,2024-2024,,7.0
Ron Kamonohashi's Forbidden Deductions,,,,,,2023-2023,,7.0
Guilty Crown,,,,,,2011-2011,,7.0
3D Kanojo Real Girl,,,,,,2018-2018,,7.0
White Snake,,,,,,2019-2019,,7.0
The Reincarnation of the Strongest Exorcist in Another World,,,,,,2023-2023,,7.0
Accel World,,,,,,2012-2012,,7.0
Patlabor: The Movie,,,,,,1989-1989,,7.0
Yashahime: Princess Half-Demon,,,,,,2020-2020,,7.0
To Love-Ru - Darkness,,,,,,2012-2012,,7.0
Mirai,,,,,,2018-2018,,7.0
Kenji Miyazawa's Night on the Galactic Railroad,,,,,,1985-1985,,7.0
Yu-Gi-Oh!: The Dark Side of Dimensions,,,,,,2016-2016,,6.9
A Returner's Magic Should Be Special,,,,,,2023-2023,,6.9
The Garden of Sinners: Overlooking View,,,,,,2007-2007,,6.9
The Place Promised in Our Early Days,,,,,,2004-2004,,6.9
Appleseed,,,,,,2004-2004,,6.9
Saekano: How to Raise a Boring Girlfriend,,,,,,2015-2015,,6.9
Uzaki-chan Wants to Hang Out!,,,,,,2020-2020,,6.9
Beyblade Burst,,,,,,2016-2016,,6.9
Bottom-Tier Character Tomozaki,,,,,,2021-2021,,6.9
Is this a Zombie?,,,,,,2011-2011,,6.9
Aesthetica of a Rogue Hero,,,,,,2012-2012,,6.9
Wise Man's Grandchild,,,,,,2019-2019,,6.9
The Witch and the Beast,,,,,,2024-2024,,6.9
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,,,,,,2022-2022,,6.8
Onimusha,,,,,,2023-2023,,6.8
Mary and the Witch's Flower,,,,,,2017-2017,,6.8
Spriggan,,,,,,2022-2022,,6.8
Alice in Borderland,,,,,,2014-2014,,6.8
Robot Carnival,,,,,,1987-1987,,6.8
Rosario + Vampire,,,,,,2008-2008,,6.8
Medabots,,,,,,1999-1999,,6.8
A Certain Magical Index,,,,,,2008-2008,,6.8
Alien: Monday,,,,,,2024-2024,,6.8
Danganronpa: The Animation,,,,,,2013-2013,,6.8
The Faraway Paladin,,,,,,2021-2021,,6.8
Steamboy,,,,,,2004-2004,,6.8
The Asterisk War,,,,,,2015-2015,,6.8
The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,,,,,,2023-2023,,6.8
Ultraman,,,,,,2019-2019,,6.8
Chillin' in My 30s after Getting Fired from the Demon King's Army,,,,,,2023-2023,,6.7
Digimon Frontier,,,,,,2002-2002,,6.7
Hokkaido Gals Are Super Adorable!,,,,,,2024-2024,,6.7
Goddess Cafe Terrace,,,,,,2023-2023,,6.7
A Whisker Away,,,,,,2020-2020,,6.7
I'm Quitting Heroing,,,,,,2022-2022,,6.7
Burn the Witch,,,,,,2020-2020,,6.7
A Couple of Cuckoos,,,,,,2022-2022,,6.7
Radiant,,,,,,2018-2018,,6.7
Trinity Seven,,,,,,2014-2014,,6.7
Mezzo Forte,,,,,,2000-2000,,6.7
The Dreaming Boy is a Realist,,,,,,2023-2023,,6.6
Blood: The Last Vampire,,,,,,2000-2000,,6.6
Berserk of Gluttony,,,,,,2023-2023,,6.6
Onmyoji,,,,,,2023-2023,,6.6
Tsugumomo,,,,,,2017-2017,,6.6
Our Dating Story: The Experienced You and the Inexperienced Me,,,,,,2023-2023,,6.6
Chillin' in Another World with Level 2 Super Cheat Powers,,,,,,2024-2024,,6.6
High Card,,,,,,2023-2023,,6.6
Witch Craft Works,,,,,,2014-2014,,6.6
Shikimori's Not Just a Cutie,,,,,,2022-2022,,6.6
Flavors of Youth,,,,,,2018-2018,,6.6
The Concierge at Hokkyoku Department Store,,,,,,2023-2023,,6.5
"I Got a Cheat Skill in Another World and Became Unrivaled in the Real World, Too",,,,,,2023-2023,,6.5
Beyblade X,,,,,,2023-2023,,6.5
"Bastard!! Heavy Metal, Dark Fantasy",,,,,,2022-2022,,6.5
The 8th Son? Are You Kidding Me?,,,,,,2020-2020,,6.5
Plunderer,,,,,,2020-2020,,6.5
The Hidden Dungeon Only I Can Enter,,,,,,2021-2021,,6.5
Burst Angel,,,,,,2004-2004,,6.5
Appleseed Alpha,,,,,,2014-2014,,6.5
The Iceblade Sorcerer Shall Rule the World,,,,,,2023-2023,,6.4
Ore no imouto ga konna ni kawaii wake ga nai,,,,,,2010-2010,,6.4
Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier Than Real Life!,,,,,,2021-2021,,6.4
"Why the Hell are You Here, Teacher!?",,,,,,2019-2019,,6.4
My Stepmom's Daughter Is My Ex,,,,,,2022-2022,,6.4
Boruto: Naruto Next Generations,,,,,,2017-2017,,6.4
Sasaki and Peeps,,,,,,2024-2024,,6.4
Reign of the Seven Spellblades,,,,,,2023-2023,,6.4
Ghost in the Shell SAC_2045,,,,,,2020-2020,,6.4
Harem in the Labyrinth of Another World,,,,,,2022-2022,,6.4
Redo of Healer,,,,,,2021-2021,,6.4
Bubble,,,,,,2022-2022,,6.4
Our Last Crusade or The Rise of a New World,,,,,,2020-2020,,6.4
To LOVE-Ru,,,,,,2008-2008,,6.4
Resident Evil: Degeneration,,,,,,2008-2008,,6.4
Akuma Kun,,,,,,2023-2023,,6.4
The Deer King,,,,,,2021-2021,,6.4
Good Night World,,,,,,2023-2023,,6.4
Mother of the Goddess' Dormitory,,,,,,2021-2021,,6.3
Ishura,,,,,,2024-2024,,6.3
Am I Actually the Strongest?,,,,,,2023-2023,,6.3
"Hensuki: Are you willing to fall in love with a pervert, as long as she's a cutie?",,,,,,2019-2019,,6.3
Tales from Earthsea,,,,,,2006-2006,,6.3
Chained Soldier,,,,,,2024-2024,,6.3
The Grimm Variations,,,,,,2024-2024,,6.3
Drifting Home,,,,,,2022-2022,,6.3
Blade Runner: Black Lotus,,,,,,2021-2021,,6.3
Koi to uso,,,,,,2017-2017,,6.2
I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,,,,,,2023-2023,,6.2
My Instant Death Ability is Overpowered,,,,,,2024-2024,,6.2
Yasuke,,,,,,2021-2021,,6.2
Myriad Colors Phantom World,,,,,,2016-2016,,6.2
Hajimete No Gal,,,,,,2017-2017,,6.2
Love Flops,,,,,,2022-2022,,6.2
TenPuru -No One Can Live on Loneliness-,,,,,,2023-2023,,6.2
The Kingdoms of Ruin,,,,,,2023-2023,,6.2
BUCCHIGIRI?!,,,,,,2024-2024,,6.2
The Foolish Angel Dances with the Devil,,,,,,2024-2024,,6.2
"So, I Can't Play H",,,,,,2012-2012,,6.2
Platinum End,,,,,,2021-2021,,6.1
Unnamed Memory,,,,,,2024-2024,,6.1
Immoral Guild,,,,,,2022-2022,,6.1
NiNoKuni,,,,,,2019-2019,,6.1
Kiss x sis,,,,,,2010-2010,,6.0
The Demon Sword Master of Excalibur Academy,,,,,,2023-2023,,6.0
Ningen Fushin: Adventurers Who Don't Believe in Humanity Will Save the World,,,,,,2023-2023,,6.0
Ikki tousen,,,,,,2003-2003,,6.0
Metallic Rouge,,,,,,2024-2024,,6.0
The Detective Is Already Dead,,,,,,2021-2021,,5.9
School Days,,,,,,2007-2007,,5.9
Bakugan Battle Brawlers,,,,,,2007-2007,,5.8
World's End Harem,,,,,,2021-2021,,5.8
Classroom for Heroes,,,,,,2023-2023,,5.5
Tales of Wedding Rings,,,,,,2024-2024,,5.4
Terminator Salvation: The Machinima Series,,,,,,2009-2009,,5.3
Yu-Gi-Oh!: The Movie - Pyramid of Light,,,,,,2004-2004,,5.0
Bikini Warriors,,,,,,2015-2015,,5.0
Earwig and the Witch,,,,,,2020-2020,,4.7
Knights of the Zodiac: Saint Seiya,,,,,,2019-2019,,4.7
Stitch!,,,,,,2008-2008,,4.6
My Life as Inukai-san's Dog,,,,,,2023-2023,,4.3
Vivid,,,,,,2011-2011,,3.5
