Title,English Name,Synonyms,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Katanagatari,,,TV,1.0,,,,,8.30
Kemono no Souja Erin,,,TV,5.0,,,,,8.30
Kingdom 2nd Season,,,TV,3.0,,,,,8.30
Luo Xiao Hei Zhan Ji (Movie),,,Movie,1.0,,,,,8.30
Natsume Yuujinchou,,,TV,1.0,,,,,8.30
Sakamichi no Apollon,,,TV,1.0,,,,,8.30
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,,TV,1.0,,,,,8.30
Ashita no Joe,,,TV,7.0,,,,,8.30
Boku dake ga Inai Machi,,,TV,1.0,,,,,8.30
Diamond no Ace: Second Season,,,TV,5.0,,,,,8.30
Evangelion Movie 2: Ha,,,Movie,1.0,,,,,8.30
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,,,Movie,1.0,,,,,8.30
Beck,,,TV,2.0,,,,,8.29
Initial D Final Stage,,,TV,4.0,,,,,8.29
Steins;Gate: Oukoubakko no Poriomania,,,Special,1.0,,,,,8.29
Kuroko no Basket 3rd Season,,,TV,2.0,,,,,8.29
Meitantei Conan Movie 06: Baker Street no Bourei,,,Movie,1.0,,,,,8.29
Kage no Jitsuryokusha ni Naritakute!,,,TV,2.0,,,,,8.28
Kino no Tabi: The Beautiful World,,,TV,1.0,,,,,8.28
Major: World Series,,,OVA,2.0,,,,,8.28
Ore dake Level Up na Ken,,,TV,1.0,,,,,8.28
Redline,,,Movie,1.0,,,,,8.28
Rurouni Kenshin: Meiji Kenkaku Romantan,,,TV,9.0,,,,,8.28
Doukyuusei (Movie),,,Movie,1.0,,,,,8.28
Gintama: Shinyaku Benizakura-hen,,,Special,1.0,,,,,8.28
Suzume no Tojimari,,,Movie,1.0,,,,,8.28
Tokyo Godfathers,,,Movie,1.0,,,,,8.28
Yuukoku no Moriarty Part 2,,,TV,1.0,,,,,8.28
Shirobako,,,TV,2.0,,,,,8.27
Tenki no Ko,,,Movie,1.0,,,,,8.27
Tunshi Xingkong 2nd Season,,,ONA,2.0,,,,,8.27
Yuru Camp△,,,TV,1.0,,,,,8.27
Koukaku Kidoutai,,,Movie,1.0,,,,,8.27
Naruto: Shippuuden,,,TV,5.0,,,,,8.27
Boku no Hero Academia 6th Season,,,TV,2.0,,,,,8.27
Diamond no Ace: Act II,,,TV,5.0,,,,,8.27
Dr. Stone,,,TV,2.0,,,,,8.27
Fate/Zero,,,TV,1.0,,,,,8.27
Gin no Saji 2nd Season,,,TV,1.0,,,,,8.27
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,,,Movie,4.0,,,,,8.27
Hotarubi no Mori e,,,Movie,1.0,,,,,8.27
Gyakkyou Burai Kaiji: Ultimate Survivor,,,TV,2.0,,,,,8.26
Hajime no Ippo: Champion Road,,,TV,,,,,,8.26
Shinsekai yori,,,TV,2.0,,,,,8.26
Space☆Dandy 2nd Season,,,TV,1.0,,,,,8.26
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,,,TV,,,,,,8.26
Tenkuu no Shiro Laputa,,,Movie,1.0,,,,,8.26
Tsubasa: Tokyo Revelations,,,OVA,3.0,,,,,8.26
Nodame Cantabile,,,TV,2.0,,,,,8.26
Kobayashi-san Chi no Maid Dragon S,,,TV,1.0,,,,,8.25
Kono Subarashii Sekai ni Shukufuku wo! 2,,,TV,1.0,,,,,8.25
Kuroshitsuji Movie: Book of the Atlantic,,,Movie,1.0,,,,,8.25
Planetes,,,TV,2.0,,,,,8.25
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,,,Movie,1.0,,,,,8.25
Dororo,,,TV,2.0,,,,,8.25
Hunter x Hunter: Greed Island Final,,,OVA,1.0,,,,,8.25
Stranger: Mukou Hadan,,,Movie,1.0,,,,,8.25
Tanoshii Muumin Ikka,,,TV,7.0,,,,,8.25
Tonari no Totoro,,,Movie,1.0,,,,,8.25
Tunshi Xingkong 4th Season,,,ONA,7.0,,,,,8.25
World Trigger 3rd Season,,,TV,1.0,,,,,8.25
Spy x Family Part 2,,,TV,1.0,,,,,8.24
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,,,TV,,,,,,8.24
Mushoku Tensei II: Isekai Ittara Honki Dasu,,,TV,1.0,,,,,8.24
Non Non Biyori Movie: Vacation,,,Movie,1.0,,,,,8.24
Sennen Joyuu,,,Movie,1.0,,,,,8.24
Blue Lock,,,TV,2.0,,,,,8.24
Boku no Kokoro no Yabai Yatsu,,,TV,1.0,,,,,8.24
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,,,TV,1.0,,,,,8.24
Golden Kamuy 2nd Season,,,TV,1.0,,,,,8.24
Gyakkyou Burai Kaiji: Hakairoku-hen,,,TV,2.0,,,,,8.24
Hajime no Ippo: Mashiba vs. Kimura,,,OVA,1.0,,,,,8.24
Bakemono no Ko,,,Movie,1.0,,,,,8.23
Danshi Koukousei no Nichijou,,,TV,1.0,,,,,8.23
Haikyuu!! Movie 4: Concept no Tatakai,,,Movie,1.0,,,,,8.23
IDOLiSH7 Third Beat!,,,TV,1.0,,,,,8.23
Youjo Senki Movie,,,Movie,1.0,,,,,8.23
Yubisaki to Renren,,,TV,1.0,,,,,8.23
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,,,TV,2.0,,,,,8.23
Majo no Takkyuubin,,,Movie,1.0,,,,,8.23
Re:Zero kara Hajimeru Isekai Seikatsu,,,TV,2.0,,,,,8.23
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,,TV,1.0,,,,,8.23
Kamisama Hajimemashita◎,,,TV,1.0,,,,,8.22
Kono Sekai no Katasumi ni,,,Movie,1.0,,,,,8.22
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,,,Movie,1.0,,,,,8.22
Major S3,,,TV,2.0,,,,,8.22
Mimi wo Sumaseba,,,Movie,1.0,,,,,8.22
Nodame Cantabile Finale,,,TV,1.0,,,,,8.22
Ookami to Koushinryou,,,TV,1.0,,,,,8.22
Doupo Cangqiong 4th Season,,,ONA,2.0,,,,,8.22
Shen Yin Wangzuo 2nd Season,,,ONA,1.0,,,,,8.22
Shoujo Shuumatsu Ryokou,,,TV,1.0,,,,,8.22
Trigun,,,TV,2.0,,,,,8.22
Wu Liuqi: Zui Qiang Fa Xing Shi,,,ONA,1.0,,,,,8.22
Shoujo Kakumei Utena,,,TV,3.0,,,,,8.21
SKET Dance,,,TV,7.0,,,,,8.21
Tengoku Daimakyou,,,TV,1.0,,,,,8.21
Kaguya-hime no Monogatari,,,Movie,1.0,,,,,8.21
Kimetsu no Yaiba: Katanakaji no Sato-hen,,,TV,1.0,,,,,8.21
Liz to Aoi Tori,,,Movie,1.0,,,,,8.21
Magi: The Kingdom of Magic,,,TV,2.0,,,,,8.21
Major S1,,,TV,2.0,,,,,8.21
Sasaki to Miyano,,,TV,1.0,,,,,8.21
BanG Dream! It's MyGO!!!!!,,,TV,1.0,,,,,8.21
Berserk: Ougon Jidai-hen III - Kourin,,,Movie,1.0,,,,,8.21
Bungou Stray Dogs 3rd Season,,,TV,1.0,,,,,8.21
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,,,Movie,1.0,,,,,8.21
Fruits Basket 1st Season,,,TV,2.0,,,,,8.21
Great Pretender,,,TV,2.0,,,,,8.21
Fate/strange Fake: Whispers of Dawn,,,TV,,,,,,8.20
Horimiya,,,TV,1.0,,,,,8.20
InuYasha: Kanketsu-hen,,,TV,2.0,,,,,8.20
xxxHOLiC◆Kei,,,TV,1.0,,,,,8.20
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,,,TV,1.0,,,,,8.20
Kuroko no Basket 2nd Season,,,TV,2.0,,,,,8.20
Meitantei Conan Movie 13: Shikkoku no Chaser,,,Movie,1.0,,,,,8.20
One Piece Movie 14: Stampede,,,Movie,1.0,,,,,8.20
Quanzhi Gaoshou Specials,,,ONA,3.0,,,,,8.20
ReLIFE: Kanketsu-hen,,,Special,4.0,,,,,8.20
Saiki Kusuo no Ψ-nan: Kanketsu-hen,,,TV,,,,,,8.20
Senki Zesshou Symphogear XV,,,TV,1.0,,,,,8.20
Maison Ikkoku,,,TV,9.0,,,,,8.19
Mo Dao Zu Shi Q,,,ONA,3.0,,,,,8.19
Nomad: Megalo Box 2,,,TV,1.0,,,,,8.19
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,,,TV,,,,,,8.19
Asobi Asobase,,,TV,1.0,,,,,8.19
Hachimitsu to Clover II,,,TV,1.0,,,,,8.19
Vanitas no Karte Part 2,,,TV,1.0,,,,,8.19
Stand By Me Doraemon 2,,,Movie,1.0,,,,,8.18
xxxHOLiC Rou,,,OVA,2.0,,,,,8.18
Yojouhan Time Machine Blues,,,ONA,6.0,,,,,8.18
Yoru wa Mijikashi Arukeyo Otome,,,Movie,1.0,,,,,8.18
Kotarou wa Hitorigurashi,,,ONA,1.0,,,,,8.18
Little Busters! Refrain,,,TV,1.0,,,,,8.18
Major S2,,,TV,2.0,,,,,8.18
Major S4,,,TV,2.0,,,,,8.18
Meitantei Conan Movie 20: Junkoku no Nightmare,,,Movie,1.0,,,,,8.18
Non Non Biyori Repeat,,,TV,1.0,,,,,8.18
Bakuman.,,,TV,2.0,,,,,8.18
Ballroom e Youkoso,,,TV,2.0,,,,,8.18
Bungou Stray Dogs 2nd Season,,,TV,1.0,,,,,8.18
Chihayafuru,,,TV,2.0,,,,,8.18
Dragon Ball Super: Broly,,,Movie,1.0,,,,,8.18
Dragon Ball Z,,,TV,2.0,,,,,8.18
Fate/stay night: Unlimited Blade Works,,,TV,1.0,,,,,8.18
Girls & Panzer Movie,,,Movie,1.0,,,,,8.18
Haikyuu!! Movie 3: Sainou to Sense,,,Movie,1.0,,,,,8.18
Hunter x Hunter: Greed Island,,,OVA,8.0,,,,,8.18
Initial D Second Stage,,,TV,1.0,,,,,8.18
Ao Ashi,,,TV,2.0,,,,,8.17
Black Lagoon: The Second Barrage,,,TV,1.0,,,,,8.17
Cardcaptor Sakura,,,TV,7.0,,,,,8.17
Digimon Adventure: Last Evolution Kizuna,,,Movie,1.0,,,,,8.17
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,,,Movie,4.0,,,,,8.17
Girls & Panzer: Saishuushou Part 3,,,Movie,1.0,,,,,8.17
Higurashi no Naku Koro ni Kai,,,TV,2.0,,,,,8.17
Holo no Graffiti,,,ONA,,,,,,8.17
Horimiya: Piece,,,TV,1.0,,,,,8.17
Initial D Fourth Stage,,,TV,2.0,,,,,8.17
Sono Bisque Doll wa Koi wo Suru,,,TV,1.0,,,,,8.17
Yuukoku no Moriarty,,,TV,1.0,,,,,8.17
K-On!!,,,TV,2.0,,,,,8.17
Made in Abyss Movie 1: Tabidachi no Yoake,,,Movie,1.0,,,,,8.17
Meitantei Conan,,,TV,,,,,,8.17
No Game No Life: Zero,,,Movie,1.0,,,,,8.17
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",,,OVA,1.0,,,,,8.16
Kimetsu no Yaiba: Hashira Geiko-hen,,,TV,8.0,,,,,8.16
Lycoris Recoil,,,TV,1.0,,,,,8.16
Ouran Koukou Host Club,,,TV,2.0,,,,,8.16
Akira,,,Movie,1.0,,,,,8.16
Aria the Natural,,,TV,2.0,,,,,8.16
Dr. Stone: Ryuusui,,,TV,,,,,,8.16
Dr. Stone: Stone Wars,,,TV,1.0,,,,,8.16
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,,,Movie,1.0,,,,,8.16
Spy x Family Movie: Code: White,,,Movie,1.0,,,,,8.16
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,,,Movie,1.0,,,,,8.16
Shinigami Bocchan to Kuro Maid 3rd Season,,,TV,1.0,,,,,8.15
Toaru Kagaku no Railgun T,,,TV,2.0,,,,,8.15
Wu Liuqi: Anying Suming,,,ONA,1.0,,,,,8.15
Yi Nian Yong Heng: Chuan Cheng Pian,,,ONA,5.0,,,,,8.15
Lupin III: Cagliostro no Shiro,,,Movie,1.0,,,,,8.15
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,,,Movie,1.0,,,,,8.15
Dr. Stone: New World,,,TV,1.0,,,,,8.15
Eiga Daisuki Pompo-san,,,Movie,1.0,,,,,8.15
Black Clover,,,TV,1.0,,,,,8.14
Cang Yuan Tu,,,ONA,2.0,,,,,8.14
Death Parade,,,TV,1.0,,,,,8.14
Ginga Eiyuu Densetsu Gaiden,,,OVA,2.0,,,,,8.14
IDOLiSH7 Second Beat!,,,TV,1.0,,,,,8.14
Tensei shitara Slime Datta Ken,,,TV,2.0,,,,,8.14
Working!!! Lord of the Takanashi,,,Special,1.0,,,,,8.14
Kaiba,,,TV,1.0,,,,,8.14
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,,,TV,1.0,,,,,8.14
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,,,Movie,1.0,,,,,8.14
Major: Message,,,OVA,1.0,,,,,8.14
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,,,OVA,1.0,,,,,8.14
Noragami Aragoto,,,TV,1.0,,,,,8.14
Lupin III: Part 5,,,TV,2.0,,,,,8.13
Nisemonogatari,,,TV,1.0,,,,,8.13
Nodame Cantabile: Paris-hen,,,TV,1.0,,,,,8.13
Paripi Koumei,,,TV,1.0,,,,,8.13
Princess Tutu,,,TV,3.0,,,,,8.13
Seirei no Moribito,,,TV,2.0,,,,,8.13
Eizouken ni wa Te wo Dasu na!,,,TV,1.0,,,,,8.13
Given: Uragawa no Sonzai,,,OVA,1.0,,,,,8.13
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,,,Movie,1.0,,,,,8.13
Shokugeki no Souma,,,TV,2.0,,,,,8.13
Skip to Loafer,,,TV,1.0,,,,,8.12
Katekyou Hitman Reborn!,,,TV,2.0,,,,,8.12
Kaze Tachinu,,,Movie,1.0,,,,,8.12
One Piece Film: Z,,,Movie,1.0,,,,,8.12
Buddy Daddies,,,TV,1.0,,,,,8.12
Gankutsuou,,,TV,2.0,,,,,8.12
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,,,Special,1.0,,,,,8.12
Given Movie 1,,,Movie,1.0,,,,,8.12
Hinamatsuri,,,TV,1.0,,,,,8.12
Diamond no Ace,,,TV,7.0,,,,,8.11
Fullmetal Alchemist,,,TV,5.0,,,,,8.11
Golden Kamuy 4th Season,,,TV,1.0,,,,,8.11
Initial D Fifth Stage,,,TV,1.0,,,,,8.11
Shen Yin Wangzuo,,,ONA,2.0,,,,,8.11
JoJo no Kimyou na Bouken Part 6: Stone Ocean,,,ONA,1.0,,,,,8.11
Kamisama Hajimemashita,,,TV,1.0,,,,,8.11
Kuragehime,,,TV,1.0,,,,,8.11
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,,,Movie,1.0,,,,,8.11
Meitantei Conan Movie 05: Tengoku e no Countdown,,,Movie,1.0,,,,,8.11
Meitantei Conan Movie 14: Tenkuu no Lost Ship,,,Movie,1.0,,,,,8.11
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,,,TV,,,,,,8.11
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,,,ONA,6.0,,,,,8.11
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,,,TV,2.0,,,,,8.10
Kidou Senshi Gundam 00,,,TV,2.0,,,,,8.10
Kono Subarashii Sekai ni Shukufuku wo!,,,TV,1.0,,,,,8.10
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,,,TV,,,,,,8.10
Mahoutsukai no Yome: Hoshi Matsu Hito,,,OVA,3.0,,,,,8.10
Precure All Stars Movie F,,,Movie,1.0,,,,,8.10
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,,,OVA,1.0,,,,,8.10
Akatsuki no Yona OVA,,,OVA,3.0,,,,,8.10
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,,,Movie,1.0,,,,,8.10
Durarara!!,,,TV,2.0,,,,,8.10
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,,,Special,1.0,,,,,8.10
Stand By Me Doraemon,,,Movie,1.0,,,,,8.10
Tamayura: Sotsugyou Shashin Part 4 - Ashita,,,Movie,1.0,,,,,8.10
Toki wo Kakeru Shoujo,,,Movie,1.0,,,,,8.10
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,,,TV,1.0,,,,,8.10
Tsukimonogatari,,,TV,,,,,,8.09
Tsurune: Tsunagari no Issha,,,TV,1.0,,,,,8.09
Kidou Senshi Gundam Unicorn,,,OVA,7.0,,,,,8.09
Kuroko no Basket: Saikou no Present desu,,,Special,1.0,,,,,8.09
Mirai Shounen Conan,,,TV,2.0,,,,,8.09
Serial Experiments Lain,,,TV,1.0,,,,,8.09
Detroit Metal City,,,OVA,1.0,,,,,8.09
Gin no Saji,,,TV,1.0,,,,,8.09
Gridman Universe,,,Movie,1.0,,,,,8.09
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,,,TV,1.0,,,,,8.09
Jigokuraku,,,TV,1.0,,,,,8.09
Ansatsu Kyoushitsu,,,TV,2.0,,,,,8.08
Baccano! Specials,,,Special,3.0,,,,,8.08
Fumetsu no Anata e Season 2,,,TV,2.0,,,,,8.08
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,,,Movie,1.0,,,,,8.08
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,,,Special,1.0,,,,,8.08
Hajime no Ippo: Boxer no Kobushi,,,Special,1.0,,,,,8.08
Hidamari Sketch: Sae Hiro Sotsugyou-hen,,,OVA,2.0,,,,,8.08
Tsubasa: Shunraiki,,,OVA,2.0,,,,,8.08
Yuusha-Ou GaoGaiGar Final,,,OVA,8.0,,,,,8.08
Zankyou no Terror,,,TV,1.0,,,,,8.08
Kuroko no Basket Movie 4: Last Game,,,Movie,1.0,,,,,8.08
Overlord IV,,,TV,1.0,,,,,8.08
Kanata no Astra,,,TV,1.0,,,,,8.07
Kidou Senshi Gundam 00 Second Season,,,TV,2.0,,,,,8.07
Kimi wa Houkago Insomnia,,,TV,1.0,,,,,8.07
Quanzhi Gaoshou: Dianfeng Rongyao,,,Movie,1.0,,,,,8.07
Boku no Hero Academia 2nd Season,,,TV,2.0,,,,,8.07
Douluo Dalu II: Jueshi Tangmen,,,ONA,1.0,,,,,8.07
Gintama: Dai Hanseikai,,,Special,1.0,,,,,8.07
Girls & Panzer: Saishuushou Part 2,,,Movie,1.0,,,,,8.07
Haikyuu!! Movie 2: Shousha to Haisha,,,Movie,1.0,,,,,8.07
Hikaru no Go,,,TV,7.0,,,,,8.07
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,,,TV,1.0,,,,,8.07
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",,,TV,2.0,,,,,8.07
Shokugeki no Souma: Ni no Sara,,,TV,1.0,,,,,8.07
Skip Beat!,,,TV,2.0,,,,,8.07
Spy x Family Season 2,,,TV,1.0,,,,,8.07
Uchouten Kazoku 2,,,TV,1.0,,,,,8.07
Toradora!,,,TV,2.0,,,,,8.06
Uma Musume: Pretty Derby Season 2,,,TV,1.0,,,,,8.06
Yuanshen: Jinzhong Ge,,,ONA,1.0,,,,,8.06
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,,,ONA,1.0,,,,,8.06
Kamisama Hajimemashita OVA,,,OVA,2.0,,,,,8.06
Kidou Senshi Gundam: Tekketsu no Orphans,,,TV,2.0,,,,,8.06
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,,,OVA,1.0,,,,,8.06
Kuroshitsuji: Book of Circus,,,TV,1.0,,,,,8.06
Kyou kara Ore wa!!,,,OVA,1.0,,,,,8.06
Mahoutsukai no Yome,,,TV,2.0,,,,,8.06
Meitantei Conan Movie 08: Ginyoku no Magician,,,Movie,1.0,,,,,8.06
Meitantei Conan Movie 18: Ijigen no Sniper,,,Movie,1.0,,,,,8.06
No Game No Life,,,TV,1.0,,,,,8.06
One Piece Film: Strong World,,,Movie,1.0,,,,,8.06
Sakura-sou no Pet na Kanojo,,,TV,2.0,,,,,8.06
City Hunter 2,,,TV,6.0,,,,,8.06
Ginga Eiyuu Densetsu Gaiden (1999),,,OVA,2.0,,,,,8.06
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,,,Movie,4.0,,,,,8.06
Hyouka,,,TV,2.0,,,,,8.06
Angel Beats!,,,TV,1.0,,,,,8.05
Darker than Black: Kuro no Keiyakusha,,,TV,2.0,,,,,8.05
Dorohedoro,,,TV,1.0,,,,,8.05
Durarara!!x2 Ketsu,,,TV,1.0,,,,,8.05
World Trigger 2nd Season,,,TV,1.0,,,,,8.05
Yowamushi Pedal: Grande Road,,,TV,2.0,,,,,8.05
Kodomo no Omocha (TV),,,TV,1.0,,,,,8.05
Koukyoushihen Eureka Seven,,,TV,5.0,,,,,8.05
Kuroko no Basket,,,TV,2.0,,,,,8.05
Kuroshitsuji: Book of Murder,,,OVA,2.0,,,,,8.05
Meitantei Conan Movie 25: Halloween no Hanayome,,,Movie,1.0,,,,,8.05
Saint Seiya: Meiou Hades Juuni Kyuu-hen,,,OVA,1.0,,,,,8.05
Omoide no Marnie,,,Movie,1.0,,,,,8.04
Paprika,,,Movie,1.0,,,,,8.04
Persona 3 the Movie 4: Winter of Rebirth,,,Movie,1.0,,,,,8.04
Azumanga Daiou The Animation,,,TV,2.0,,,,,8.04
Fate/stay night: Unlimited Blade Works Prologue,,,TV,,,,,,8.04
Golden Boy,,,OVA,6.0,,,,,8.04
Gosick,,,TV,2.0,,,,,8.04
Haikyuu!! Movie 1: Owari to Hajimari,,,Movie,1.0,,,,,8.04
Shijou Saikyou no Deshi Kenichi,,,TV,5.0,,,,,8.04
Tsuki ga Kirei,,,TV,1.0,,,,,8.04
Tunshi Xingkong,,,ONA,2.0,,,,,8.04
Tonikaku Kawaii: SNS,,,OVA,1.0,,,,,8.03
xxxHOLiC Shunmuki,,,OVA,2.0,,,,,8.03
Karakai Jouzu no Takagi-san 2,,,TV,1.0,,,,,8.03
Kill la Kill,,,TV,2.0,,,,,8.03
Lovely★Complex,,,TV,2.0,,,,,8.03
Mairimashita! Iruma-kun 2nd Season,,,TV,2.0,,,,,8.03
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,,,Movie,1.0,,,,,8.03
Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,,,Movie,1.0,,,,,8.03
Meitantei Conan Movie 10: Tantei-tachi no Requiem,,,Movie,1.0,,,,,8.03
5-toubun no Hanayome ∬,,,TV,1.0,,,,,8.03
Akatsuki no Yona,,,TV,2.0,,,,,8.03
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,,,Movie,1.0,,,,,8.03
Black Lagoon,,,TV,1.0,,,,,8.03
Dennou Coil,,,TV,2.0,,,,,8.03
FLCL,,,OVA,6.0,,,,,8.03
Glass no Kamen (2005),,,TV,5.0,,,,,8.03
Black Lagoon: Roberta's Blood Trail,,,OVA,5.0,,,,,8.02
Full Metal Panic? Fumoffu,,,TV,1.0,,,,,8.02
Ginga Nagareboshi Gin,,,TV,2.0,,,,,8.02
Hibike! Euphonium,,,TV,1.0,,,,,8.02
Summer Wars,,,Movie,1.0,,,,,8.02
Wan Sheng Jie 2,,,ONA,1.0,,,,,8.02
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,,,OVA,1.0,,,,,8.02
Yuru Camp△ Season 3,,,TV,1.0,,,,,8.02
Kimi ni Todoke,,,TV,2.0,,,,,8.02
"Komi-san wa, Comyushou desu. 2nd Season",,,TV,1.0,,,,,8.02
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,,,OVA,1.0,,,,,8.02
Mignon,,,ONA,1.0,,,,,8.02
Omae Umasou da na,,,Movie,1.0,,,,,8.02
Ookami to Koushinryou: Merchant Meets the Wise Wolf,,,TV,2.0,,,,,8.02
Juuni Kokuki,,,TV,4.0,,,,,8.01
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,,,Movie,1.0,,,,,8.01
Magi: The Labyrinth of Magic,,,TV,2.0,,,,,8.01
Pui Pui Molcar,,,TV,1.0,,,,,8.01
Saiunkoku Monogatari 2nd Season,,,TV,3.0,,,,,8.01
Baby Steps 2nd Season,,,TV,2.0,,,,,8.01
Shadows House 2nd Season,,,TV,1.0,,,,,8.01
SK∞,,,TV,1.0,,,,,8.01
Slayers Next,,,TV,2.0,,,,,8.01
Toaru Kagaku no Railgun S,,,TV,2.0,,,,,8.01
Wan Sheng Jie 3,,,ONA,1.0,,,,,8.01
Xian Ni,,,ONA,7.0,,,,,8.01
Tokyo Magnitude 8.0,,,TV,1.0,,,,,8.00
Tsumiki no Ie,,,Movie,1.0,,,,,8.00
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,,,TV,1.0,,,,,8.00
Zombieland Saga Revenge,,,TV,1.0,,,,,8.00
Kaichou wa Maid-sama!,,,TV,2.0,,,,,8.00
Kidou Senshi Gundam: Dai 08 MS Shoutai,,,OVA,1.0,,,,,8.00
Meitantei Conan Movie 15: Chinmoku no Quarter,,,Movie,1.0,,,,,8.00
Naruto,,,TV,2.0,,,,,8.00
BanG Dream! 3rd Season,,,TV,1.0,,,,,8.00
Black Clover: Mahou Tei no Ken,,,Movie,1.0,,,,,8.00
Boku no Hero Academia 3rd Season,,,TV,2.0,,,,,8.00
D.Gray-man,,,TV,1.0,,,,,8.00
Evangelion Movie 1: Jo,,,Movie,1.0,,,,,8.00
Fullmetal Alchemist: Brotherhood Specials,,,Special,4.0,,,,,8.00
Aria the OVA: Arietta,,,OVA,1.0,,,,,7.99
Clannad,,,TV,2.0,,,,,7.99
ef: A Tale of Melodies.,,,TV,1.0,,,,,7.99
Eve no Jikan,,,ONA,6.0,,,,,7.99
Hachimitsu to Clover,,,TV,2.0,,,,,7.99
Shokugeki no Souma: San no Sara,,,TV,1.0,,,,,7.99
Kami nomi zo Shiru Sekai: Megami-hen,,,TV,1.0,,,,,7.99
Kara no Kyoukai Movie: Mirai Fukuin,,,Movie,1.0,,,,,7.99
Kidou Keisatsu Patlabor 2 the Movie,,,Movie,1.0,,,,,7.99
Kimi ni Todoke 2nd Season,,,TV,1.0,,,,,7.99
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,,,OVA,6.0,,,,,7.98
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,,,OVA,1.0,,,,,7.98
Romantic Killer,,,ONA,1.0,,,,,7.98
Saint Seiya: The Lost Canvas - Meiou Shinwa,,,OVA,1.0,,,,,7.98
School Rumble Ni Gakki,,,TV,2.0,,,,,7.98
5-toubun no Hanayome∽,,,TV,,,,,,7.98
Bungou Stray Dogs Wan!,,,TV,1.0,,,,,7.98
Haibane Renmei,,,TV,1.0,,,,,7.98
Hanada Shounen-shi,,,TV,2.0,,,,,7.98
Hanma Baki: Son of Ogre 2nd Season,,,ONA,2.0,,,,,7.98
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,,,TV,1.0,,,,,7.98
Touch,,,TV,1.0,,,,,7.98
Wolf's Rain OVA,,,OVA,4.0,,,,,7.98
xxxHOLiC,,,TV,2.0,,,,,7.98
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,,,Special,1.0,,,,,7.98
Wan Sheng Jie,,,ONA,1.0,,,,,7.97
